missing_ratio,method,scale,bucket,channel,eval_points,rmse,mae,crps,crps_scaled_by_abs_target,value_type,near_constant,differenced
0.03,csdi,original,all,channel_3,387,1.974511099171419e-05,8.357472197954045e-06,6.3147465229832704e-06,4.990080188748184e-05,continuous,False,False
0.03,csdi,original,all,channel_4,360,3.34537826556428e-07,1.7763457247108348e-08,1.7749433574217768e-08,1.006600909132251,continuous,False,True
0.03,csdi,original,all,channel_5,386,1.617816242609808e-10,1.2818885158887398e-10,1.234012745486124e-10,,continuous,False,True
0.03,csdi,original,all,channel_6,358,3.8746308575903255e-07,2.0629886491833824e-08,2.0657424593023255e-08,1.0087277734374938,continuous,False,True
0.03,csdi,original,all,channel_7,346,4.551003442334258e-07,2.461065016904037e-08,2.4600314335272898e-08,1.0056533548991997,continuous,False,True
0.03,csdi,original,all,channel_8,393,5.198243994806047e-11,4.12112973094085e-11,3.9092007602214285e-11,,discrete_like,False,True
0.03,csdi,original,all,channel_9,392,5.2690463370143404e-11,4.2307991010797167e-11,3.918663007538235e-11,,discrete_like,False,True
0.03,csdi,original,all,channel_10,380,3.447578246090666e-11,2.7116130685873947e-11,2.7112011819960788e-11,488406.58531855955,discrete_like,False,True
0.03,csdi,original,all,channel_11,392,1.1109128592546993e-11,8.923670617637068e-12,8.918229857758399e-12,642626.1866272825,discrete_like,False,True
0.03,csdi,original,all,channel_12,369,0.001114679606055858,0.00039642302162925077,0.00034135778165678626,0.0013835242083565895,continuous,False,False
0.03,csdi,original,all,channel_13,401,0.0015870415015881822,0.0004327473349107471,0.0003702754873034551,0.0012445859738963296,continuous,False,False
0.03,csdi,original,all,channel_14,385,0.07144054741689666,0.017303097248077392,0.015127603105973275,0.04943432069786134,continuous,False,False
0.03,csdi,original,all,channel_15,364,0.04559015912645448,0.007492850770007123,0.006670802258271496,0.04441979482983035,continuous,False,False
0.03,csdi,original,all,channel_16,392,0.06435662041564179,0.007669250879968915,0.006208697081039643,0.007999285609912157,continuous,False,False
0.03,csdi,original,all,channel_17,355,0.0016303804016813536,0.0004270091023243649,0.00038909708010619596,0.0013716043795096312,continuous,False,False
0.03,csdi,original,all,channel_18,355,0.0010531763956366982,0.00030759010516421897,0.0002366971308686491,0.0007662618598454876,continuous,False,False
0.03,csdi,original,all,channel_19,346,0.0008280333473893713,0.0002940819528750602,0.00023744608504155235,0.0009252125507694743,continuous,False,False
0.03,csdi,original,all,channel_20,361,0.0021354710680304965,0.0005172396548236836,0.0004392430278696166,0.0014905008119585124,continuous,False,False
0.03,csdi,original,all,channel_21,387,0.0833327794137205,0.016771989313823,0.015363639263461466,0.05100567302712452,continuous,False,False
0.03,csdi,original,all,channel_22,359,0.06679965912095881,0.007866823034034133,0.005735967625856374,0.01614533879619588,continuous,False,False
0.03,csdi,original,all,channel_23,337,0.08824305434422841,0.008470101110659297,0.00741142174629016,0.049317644502272884,continuous,False,False
0.03,csdi,original,all,channel_24,374,0.08435320262633479,0.00798346875185635,0.006735714254412937,0.008736462525168255,continuous,False,False
0.03,csdi,original,all,channel_25,381,0.0018075337568121861,0.0005054657305945248,0.0004395032858574527,0.0018126856207713502,continuous,False,False
0.03,csdi,original,all,channel_26,353,0.0025402492770323776,0.0005498419571193014,0.0004620126534394786,0.0013309383353386757,continuous,False,False
0.03,csdi,original,all,channel_27,372,0.0009614812564203493,0.0003015326876794138,0.00026170238460990983,0.0012023652092985433,continuous,False,False
0.03,csdi,original,all,channel_28,405,0.0012532109985299203,0.0003207860537517218,0.00029212442017024197,0.0018474054266726916,continuous,False,False
0.03,csdi,original,all,channel_29,373,0.07283684825876162,0.014981440940107801,0.01568778384452975,0.049451991741517966,continuous,False,False
0.03,csdi,original,all,channel_30,339,0.09657908630690606,0.011295992100836604,0.009596282382299651,0.05507217891793088,continuous,False,False
0.03,csdi,original,all,channel_31,349,0.07673837357587723,0.00700060758515552,0.0061060902874215525,0.017220788382001632,continuous,False,False
0.03,csdi,original,all,channel_32,359,0.08374025984265233,0.0101716782389245,0.007687265784063579,0.009968966217826144,continuous,False,False
0.03,csdi,original,all,channel_33,397,0.05772290286830719,0.004515998009170032,0.004049725919614304,0.004978038244829315,continuous,False,False
0.03,csdi,original,all,channel_34,365,0.0008326568717278827,0.0002266394357158713,0.0001952825087062523,0.0014230463640121213,continuous,False,False
0.03,csdi,original,all,channel_35,354,0.0013040631499720136,0.0003837974647344169,0.0003377268608499439,0.0018397889737770809,continuous,False,False
0.03,csdi,original,all,channel_36,347,0.000963135363208176,0.0003596336422461254,0.00030865819060126986,0.001423687422807729,continuous,False,False
0.03,csdi,original,all,channel_37,381,0.002053806568732758,0.000472682393754874,0.00040168417716259376,0.0015648085918348173,continuous,False,False
0.03,csdi,original,all,channel_38,358,0.03787915443052783,0.0065357784985164025,0.006606097300794681,0.03688581672764383,continuous,False,False
0.03,csdi,original,all,channel_39,343,0.050488492125283856,0.004681519012757015,0.004803279315077742,0.013588525268923514,continuous,False,False
0.03,csdi,original,all,channel_40,365,0.17236623009605662,0.00944231536290417,0.006149185576228386,0.00748012015856338,continuous,False,False
0.03,csdi,original,all,channel_41,386,0.011697444694507677,0.0024576063600846524,0.0021919204559119254,0.0027307902445784567,discrete_like,False,False
0.03,csdi,original,all,channel_42,351,0.00874995167448388,0.002283646085663059,0.0023802906257478994,0.0030476391295173964,continuous,False,False
0.03,csdi,original,all,channel_43,341,0.00966354558676281,0.0018724820131430528,0.001480630775444988,0.001935656180025884,discrete_like,False,False
0.03,csdi,original,all,channel_44,362,0.029145980289167667,0.003233896269982691,0.002436354235854562,0.0030691325835015327,discrete_like,False,False
0.03,csdi,original,all,channel_45,360,0.013705901697585272,0.002002148661348555,0.0019018700534929875,0.002355719242167156,discrete_like,False,False
0.03,csdi,original,all,channel_46,389,0.020601151145245047,0.004191929239846747,0.0035523252058665866,0.004663985934973266,discrete_like,False,False
0.03,csdi,original,all,channel_47,332,2.206890996031308e-05,2.682090495679393e-06,5.524240810217858e-06,0.0030968868887971753,discrete_like,False,False
0.03,csdi,original,all,channel_48,427,3.608188201873371e-05,3.7429505300466015e-06,5.3463873343936935e-06,0.0029030147520255,discrete_like,False,False
0.03,csdi,original,all,channel_49,348,1.622724066273e-06,6.854259837204698e-07,5.917317804216099e-07,0.0003288106580024194,discrete_like,False,False
0.03,csdi,original,all,channel_50,377,0.0414969471611767,0.0033406409724005335,0.0023330999076960185,0.003111760153212004,discrete_like,False,False
0.03,csdi,original,all,channel_51,347,0.06114447990954831,0.00592468485708539,0.00468799899483929,0.006089856108859325,discrete_like,False,False
0.03,csdi,original,all,channel_52,343,0.035794074330952844,0.0022058919636918227,0.0020778278463774,0.0027472292355438287,discrete_like,False,False
0.03,csdi,original,all,channel_53,383,0.15221868368923613,0.05007322945731738,0.04912187064047844,0.05909706357094923,discrete_like,False,False
0.03,csdi,original,all,channel_54,385,0.08604637139446332,0.03322456858374856,0.03104195731722413,0.04130265288415865,discrete_like,False,False
0.03,csdi,original,all,channel_55,385,0.12292745585358542,0.04358074541215773,0.04017020223696633,0.076210048169842,discrete_like,False,False
0.03,csdi,original,all,channel_56,420,0.10156257563018778,0.06510557134946188,0.047188198296143145,0.059797262711895866,discrete_like,False,False
0.03,csdi,original,all,channel_57,380,0.10121703391309575,0.00788545781060269,0.00500364667741476,0.006270525996699633,continuous,False,False
0.03,csdi,original,all,channel_58,359,0.03877465844994239,0.005160271955399792,0.005395816023929981,0.007456041838816777,continuous,False,False
0.03,csdi,original,all,channel_59,341,0.048561757387271115,0.00509487446452166,0.00466637235918932,0.005205167213804728,continuous,False,False
0.03,csdi,original,all,channel_60,391,0.10047513444907114,0.005959028325727224,0.004709156365390189,0.00645003873083428,continuous,False,False
0.03,csdi,original,all,channel_61,389,0.0006075593056785462,0.00046783383064220987,0.00035254604433514625,0.0006618354451705464,continuous,False,False
0.03,csdi,original,all,channel_62,355,0.0005371488132744082,0.0003883227915831015,0.00029846981158818337,0.0005381819948867034,continuous,False,False
0.03,csdi,original,all,channel_63,360,0.0002279935603956884,0.0001763762699233161,0.00013239516241204304,0.0002600578695461763,continuous,False,False
0.03,csdi,original,all,channel_64,349,0.0,0.0,6.796781216365038e-08,7.028189178723281e-08,discrete_like,False,False
0.03,csdi,original,all,channel_65,366,2.882237081353396e-05,2.830243501506868e-06,2.499715441044683e-06,2.582303588889638e-06,discrete_like,False,False
0.03,csdi,original,all,channel_66,391,0.0007293951856235555,8.978273557580036e-05,7.993941102139638e-05,8.052553980582675e-05,discrete_like,False,False
0.03,csdi,original,all,channel_67,360,3.265789562552814e-05,7.130371199713813e-06,6.448268461540811e-06,6.471956099681707e-06,discrete_like,False,False
0.03,csdi,original,all,channel_68,377,5.352491537309157e-05,1.5626851696550687e-05,1.2837774651904696e-05,1.8095296019281274e-05,discrete_like,False,False
0.03,csdi,original,all,channel_69,360,2.2848881480029935e-05,3.2345867819256255e-06,1.982457475404325e-06,9.353573995741649e-06,discrete_like,False,False
0.03,csdi,original,all,channel_70,374,0.0042061846191254,0.0033340688376503193,0.0026867363019748083,0.0034450577223324717,discrete_like,False,False
0.03,csdi,original,all,channel_71,364,0.002398912608045261,0.0019192245307859484,0.001493233191202238,0.0018359427264779738,discrete_like,False,False
0.03,csdi,original,all,channel_72,402,0.002866187512602572,0.0022840106961739006,0.0017967207738205412,0.002180871253101302,discrete_like,False,False
0.03,csdi,original,all,channel_73,354,0.005760123461939821,0.004926016943602912,0.003916701047847154,0.004177439089587883,discrete_like,False,False
0.03,csdi,original,all,channel_74,358,0.004141491785795904,0.0031744426522175026,0.002302005389399697,0.002340060313187064,discrete_like,False,False
0.03,csdi,original,all,channel_75,348,0.0023075223137504056,0.0018343928901628516,0.0014055953641392233,0.0015455295879207263,discrete_like,False,False
0.03,csdi,original,all,channel_76,368,0.0023825306350905486,0.0017533038297425146,0.0014026248564176981,0.0014471931441274704,discrete_like,False,False
0.03,csdi,original,nominal,channel_1,381,8.389092581954371e-06,2.8384169881425192e-06,2.0931514541644684e-06,1.5176118337407805e-05,continuous,False,False
0.03,csdi,original,nominal,channel_2,349,1.6067850592093915e-05,7.609241671411902e-06,5.540740980879583e-06,4.372578502578125e-05,continuous,False,False
0.03,csdi,original,nominal,channel_3,387,1.974511099171419e-05,8.357472197954045e-06,6.3147465229832704e-06,4.990080188748184e-05,continuous,False,False
0.03,csdi,original,nominal,channel_4,360,3.34537826556428e-07,1.7763457247108348e-08,1.7749433574217768e-08,1.006600909132251,continuous,False,True
0.03,csdi,original,nominal,channel_5,386,1.617816242609808e-10,1.2818885158887398e-10,1.234012745486124e-10,,continuous,False,True
0.03,csdi,original,nominal,channel_6,358,3.8746308575903255e-07,2.0629886491833824e-08,2.0657424593023255e-08,1.0087277734374938,continuous,False,True
0.03,csdi,original,nominal,channel_7,346,4.551003442334258e-07,2.461065016904037e-08,2.4600314335272898e-08,1.0056533548991997,continuous,False,True
0.03,csdi,original,nominal,channel_8,393,5.198243994806047e-11,4.12112973094085e-11,3.9092007602214285e-11,,discrete_like,False,True
0.03,csdi,original,nominal,channel_9,392,5.2690463370143404e-11,4.2307991010797167e-11,3.918663007538235e-11,,discrete_like,False,True
0.03,csdi,original,nominal,channel_10,380,3.447578246090666e-11,2.7116130685873947e-11,2.7112011819960788e-11,488406.58531855955,discrete_like,False,True
0.03,csdi,original,nominal,channel_11,392,1.1109128592546993e-11,8.923670617637068e-12,8.918229857758399e-12,642626.1866272825,discrete_like,False,True
0.03,csdi,original,nominal,channel_12,364,0.0011213133162634563,0.000396789061826664,0.0003420927857040797,0.0013916225204931715,continuous,False,False
0.03,csdi,original,nominal,channel_13,394,0.0016000100141650255,0.00043329350688130723,0.0003714003146275472,0.0012499011731209573,continuous,False,False
0.03,csdi,original,nominal,channel_14,366,0.04853532146849645,0.010791469060006689,0.009977408240280811,0.03378182236580993,continuous,False,False
0.03,csdi,original,nominal,channel_15,343,0.03132464595731784,0.004177053363955751,0.0036000797943416376,0.024240196747239467,continuous,False,False
0.03,csdi,original,nominal,channel_16,380,0.0017743067619753398,0.0004201063984318783,0.00036284949408310087,0.00046217264543133295,continuous,False,False
0.03,csdi,original,nominal,channel_17,349,0.0016434167842056425,0.00043039220281180135,0.000392593656482377,0.001388387757339518,continuous,False,False
0.03,csdi,original,nominal,channel_18,344,0.0010684212897252043,0.000310835623463919,0.00023892834214986653,0.0007755651516182557,continuous,False,False
0.03,csdi,original,nominal,channel_19,341,0.0008266626526581785,0.0002891863109079624,0.0002335579740489067,0.000910680188065799,continuous,False,False
0.03,csdi,original,nominal,channel_20,354,0.0021563052950869864,0.0005243362090681906,0.00044527782741513814,0.0015159171249408284,continuous,False,False
0.03,csdi,original,nominal,channel_21,367,0.06917330454448273,0.011036842858434048,0.010108749667225905,0.03458744534991339,continuous,False,False
0.03,csdi,original,nominal,channel_22,329,0.0026330926668155764,0.0006826159439550707,0.0008214503524885801,0.0023371977014515297,continuous,False,False
0.03,csdi,original,nominal,channel_23,313,0.040404771425549095,0.004460880146049463,0.004058678657925942,0.026546238673169662,continuous,False,False
0.03,csdi,original,nominal,channel_24,367,0.001727717378566401,0.000491503473848348,0.00041907485582330596,0.0005396829784686605,continuous,False,False
0.03,csdi,original,nominal,channel_25,376,0.0018194719682197993,0.0005110329849288819,0.00044412011362655006,0.0018392371849967682,continuous,False,False
0.03,csdi,original,nominal,channel_26,347,0.0025620532915371546,0.0005572999932236905,0.0004680785721307204,0.0013493806583004585,continuous,False,False
0.03,csdi,original,nominal,channel_27,366,0.0009691062531233567,0.00030446431187332654,0.00026431110346912675,0.0012123056308394682,continuous,False,False
0.03,csdi,original,nominal,channel_28,398,0.0012470334839773597,0.0003140508267448176,0.0002895169778265398,0.0018367008902179399,continuous,False,False
0.03,csdi,original,nominal,channel_29,362,0.06718109050203257,0.01346212847786055,0.013480107875093048,0.04287904866272123,continuous,False,False
0.03,csdi,original,nominal,channel_30,324,0.04813087280067882,0.005038219400578075,0.005158967215425731,0.02966788487982142,continuous,False,False
0.03,csdi,original,nominal,channel_31,330,0.07854033206465931,0.0066459921724868545,0.005400593629596306,0.015246845712273228,continuous,False,False
0.03,csdi,original,nominal,channel_32,341,0.0013138030102524357,0.0003505644560559404,0.00028749864917707176,0.00036802387544177195,continuous,False,False
0.03,csdi,original,nominal,channel_33,382,0.001397032350812096,0.00042446761231147804,0.00037655019424031916,0.0004604892797557299,continuous,False,False
0.03,csdi,original,nominal,channel_34,357,0.0008196477047789341,0.00021381619848123118,0.00018620035184528633,0.0013653527242532223,continuous,False,False
0.03,csdi,original,nominal,channel_35,349,0.001312610070988402,0.00038460633560033106,0.00033881125982015536,0.0018464803920086772,continuous,False,False
0.03,csdi,original,nominal,channel_36,343,0.0009661810654969825,0.00035787180457101274,0.0003082260179276012,0.001422661325345152,continuous,False,False
0.03,csdi,original,nominal,channel_37,370,0.0020839084479015134,0.0004833801372631176,0.0004095872478698053,0.0015973143901342236,continuous,False,False
0.03,csdi,original,nominal,channel_38,333,0.029306681109047838,0.004531230520199727,0.004461089892900426,0.024975934446331567,continuous,False,False
0.03,csdi,original,nominal,channel_39,318,0.05237318480905115,0.0047988394896189375,0.004730276336366237,0.013303943610367283,continuous,False,False
0.03,csdi,original,nominal,channel_40,353,0.001753233515062851,0.0004316944913891152,0.0003922273714307252,0.00047541662778799,continuous,False,False
0.03,csdi,original,nominal,channel_41,373,0.0012329445594830009,0.0009109540854957724,0.0006912362401921545,0.0008554351712649123,discrete_like,False,False
0.03,csdi,original,nominal,channel_42,345,0.0024943917729575416,0.0018173787904822308,0.001395238483428364,0.0017831378191011471,continuous,False,False
0.03,csdi,original,nominal,channel_43,333,0.001196154257842588,0.0008734364409346481,0.0006766319705088881,0.000881085363102974,discrete_like,False,False
0.03,csdi,original,nominal,channel_44,358,0.0022109571972454647,0.001703207885752843,0.0012831405677083169,0.0016151785539405621,discrete_like,False,False
0.03,csdi,original,nominal,channel_45,354,0.0013458358515945263,0.001028859682675809,0.0007743130037101352,0.0009554510272333069,discrete_like,False,False
0.03,csdi,original,nominal,channel_46,382,0.00256678333081634,0.0019049280913088335,0.0014495741514107697,0.0018932349067047618,discrete_like,False,False
0.03,csdi,original,nominal,channel_47,323,5.218000210074847e-06,1.5068154107352529e-06,1.420883763171699e-06,0.0007944919974831779,discrete_like,False,False
0.03,csdi,original,nominal,channel_48,406,3.9340812025719365e-06,1.2307290189665526e-06,1.1094697826149228e-06,0.0005999858004891075,discrete_like,False,False
0.03,csdi,original,nominal,channel_49,335,1.60854591964962e-06,6.605912722758393e-07,5.73618567958898e-07,0.00031876611328555537,discrete_like,False,False
0.03,csdi,original,nominal,channel_50,366,0.0012212242993091533,0.0003223552729914097,0.00025051588141882707,0.000332588625333601,discrete_like,False,False
0.03,csdi,original,nominal,channel_51,330,0.0010565989305583994,0.00027323997381961706,0.00023254691946449833,0.00029985552006662775,discrete_like,False,False
0.03,csdi,original,nominal,channel_52,336,0.0011879481649542233,0.0002792012833413624,0.000176500266611458,0.0002327677535225058,discrete_like,False,False
0.03,csdi,original,nominal,channel_53,383,0.15221868368923613,0.05007322945731738,0.04912187064047844,0.05909706357094923,discrete_like,False,False
0.03,csdi,original,nominal,channel_54,385,0.08604637139446332,0.03322456858374856,0.03104195731722413,0.04130265288415865,discrete_like,False,False
0.03,csdi,original,nominal,channel_55,385,0.12292745585358542,0.04358074541215773,0.04017020223696633,0.076210048169842,discrete_like,False,False
0.03,csdi,original,nominal,channel_56,420,0.10156257563018778,0.06510557134946188,0.047188198296143145,0.059797262711895866,discrete_like,False,False
0.03,csdi,original,nominal,channel_57,376,0.001584453589391979,0.0005633453739450333,0.0005262715950477107,0.0006564420332520297,continuous,False,False
0.03,csdi,original,nominal,channel_58,350,0.005225627505689241,0.0011416714532034738,0.0014063343209655662,0.001922541727208985,continuous,False,False
0.03,csdi,original,nominal,channel_59,334,0.0017220989823328835,0.0005706195345895733,0.0005290928359978925,0.0005855940414681645,continuous,False,False
0.03,csdi,original,nominal,channel_60,379,0.0030619067989905726,0.000866468474858669,0.0011795859076698329,0.0016100724436068246,continuous,False,False
0.03,csdi,original,nominal,channel_61,380,0.000593522721055461,0.0004546452117593665,0.00034150154090556125,0.0006399426303209237,continuous,False,False
0.03,csdi,original,nominal,channel_62,347,0.0005284182931629315,0.0003815318648341066,0.0002934375975462377,0.0005256067600183322,continuous,False,False
0.03,csdi,original,nominal,channel_63,352,0.00022236532860682733,0.00017214312472126701,0.00012895860265816912,0.0002523975731240534,continuous,False,False
0.03,csdi,original,nominal,channel_64,349,0.0,0.0,6.796781216365038e-08,7.028189178723281e-08,discrete_like,False,False
0.03,csdi,original,nominal,channel_65,366,2.882237081353396e-05,2.830243501506868e-06,2.499715441044683e-06,2.582303588889638e-06,discrete_like,False,False
0.03,csdi,original,nominal,channel_66,382,3.992037195279941e-05,7.765923495067975e-06,5.700405814133779e-06,5.741658381236872e-06,discrete_like,False,False
0.03,csdi,original,nominal,channel_67,360,3.265789562552814e-05,7.130371199713813e-06,6.448268461540811e-06,6.471956099681707e-06,discrete_like,False,False
0.03,csdi,original,nominal,channel_68,377,5.352491537309157e-05,1.5626851696550687e-05,1.2837774651904696e-05,1.8095296019281274e-05,discrete_like,False,False
0.03,csdi,original,nominal,channel_69,360,2.2848881480029935e-05,3.2345867819256255e-06,1.982457475404325e-06,9.353573995741649e-06,discrete_like,False,False
0.03,csdi,original,nominal,channel_70,370,0.004224875263218997,0.003356425987707602,0.0027055707107037094,0.0034691020018448654,discrete_like,False,False
0.03,csdi,original,nominal,channel_71,359,0.0023598277440757204,0.0019182131150970883,0.0014905109458827296,0.0018325404316532235,discrete_like,False,False
0.03,csdi,original,nominal,channel_72,398,0.002846801902958073,0.002284245275372836,0.0017987569293790048,0.002183311061128602,discrete_like,False,False
0.03,csdi,original,nominal,channel_73,347,0.005817909931391929,0.005023085933597356,0.003993657017690304,0.004259351372775555,discrete_like,False,False
0.03,csdi,original,nominal,channel_74,355,0.004158933060903464,0.003200309377321055,0.0023205796679864337,0.0023591973575337573,discrete_like,False,False
0.03,csdi,original,nominal,channel_75,344,0.00228708860735211,0.0018250703118568243,0.0013966159099249016,0.0015357209150250637,discrete_like,False,False
0.03,csdi,original,nominal,channel_76,365,0.00239207452897911,0.0017652420148457566,0.0014117627830339278,0.0014566660609323231,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_1,0,,,,,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_2,0,,,,,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_3,0,,,,,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_4,0,,,,,continuous,False,True
0.03,csdi,original,anomaly_rare,channel_5,0,,,,,continuous,False,True
0.03,csdi,original,anomaly_rare,channel_6,0,,,,,continuous,False,True
0.03,csdi,original,anomaly_rare,channel_7,0,,,,,continuous,False,True
0.03,csdi,original,anomaly_rare,channel_8,0,,,,,discrete_like,False,True
0.03,csdi,original,anomaly_rare,channel_9,0,,,,,discrete_like,False,True
0.03,csdi,original,anomaly_rare,channel_10,0,,,,,discrete_like,False,True
0.03,csdi,original,anomaly_rare,channel_11,0,,,,,discrete_like,False,True
0.03,csdi,original,anomaly_rare,channel_12,5,0.00040332801783083023,0.00036977529525756837,0.0002878494813151184,0.0009202138842286849,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_13,7,0.00043856410915968185,0.0004020056554249355,0.0003069637551609623,0.0009650955296923927,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_14,19,0.24091563717973696,0.1427376262451473,0.11433662141267265,0.22354503375016171,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_15,21,0.14142090767814547,0.061650872230529785,0.0568259361846299,0.3205435391087017,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_16,12,0.3676931956991456,0.2372255027294159,0.1913272074573791,0.38801057792776766,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_17,6,0.0004191368999710384,0.00023022542397181192,0.00018571288611730395,0.0005516361935111425,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_18,11,0.00031258608337251116,0.00020609389651905406,0.00016692106814778735,0.0004985573152179805,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_19,5,0.0009166910554041814,0.0006279647350311279,0.0005026152666878739,0.0018718550268870709,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_20,7,0.00019583066355886088,0.00015835676874433245,0.0001340545886500364,0.00039055323974837005,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_21,20,0.21579957353333962,0.12201192229986191,0.11179086680502606,0.2401998070930939,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_22,30,0.2309146161602678,0.08665362546841303,0.05963184092657652,0.15021588463036198,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_23,24,0.2967305923394504,0.06075702514499426,0.05113678066101999,0.4400009058990686,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_24,7,0.6164515770881052,0.40077652250017437,0.33790810274021105,0.7025544473405315,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_25,5,0.00010498191989756695,8.680820465087891e-05,9.23178400721793e-05,0.000291307836836608,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_26,6,0.00013736388162528273,0.00011851886908213298,0.00011120036120908545,0.0003075787646657868,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_27,6,0.00016273316471126256,0.00012270361185073853,0.00010257053553798694,0.0005253053144946244,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_28,7,0.001564836484120035,0.0007037318178585597,0.0004403761491644252,0.0023619688415610456,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_29,11,0.17710496080073979,0.06498064913532951,0.08834039601774465,0.21479998645926154,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_30,15,0.4009536163346137,0.14646387149890264,0.105442289476987,0.5793723040382126,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_31,19,0.03207773669267999,0.01315971110996447,0.018359454329393756,0.05086622782260226,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_32,18,0.3739336035425965,0.19622722268104553,0.14787174076469212,0.25484776187485275,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_33,15,0.2968761849495182,0.10871363878250122,0.09759326895271028,0.13812066158675393,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_34,8,0.0012855102931101498,0.0007988763973116875,0.0006005737632222008,0.0034259092236361127,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_35,5,0.0003735488474757367,0.0003273382782936096,0.0002620358139546098,0.001386365382415916,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_36,4,0.0006509624700238499,0.0005107112228870392,0.0003457170012935469,0.001506772075877045,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_37,11,0.00016915017836809852,0.00011284920302304354,0.0001358536239039447,0.000510751298575206,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_38,25,0.09542781510345194,0.033236361145973205,0.0351775963685558,0.18964294423475073,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_39,25,0.009118790023733815,0.0031892025470733644,0.005731876696361149,0.017523289512964682,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_40,12,0.9505747503934755,0.27450473606586456,0.17549970380071644,0.23865934455429938,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_41,13,0.06339707006593315,0.04683462931559636,0.045250013951680365,0.06980751345538935,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_42,6,0.0641957346385933,0.029094015558560688,0.05902078890881456,0.08449316391793059,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_43,8,0.06261741982836713,0.0434577539563179,0.03494708108465411,0.054701348430802064,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_44,4,0.27647996579716944,0.14023050665855408,0.10564897841418554,0.14276950888895398,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_45,6,0.10566096253808467,0.059426198403040566,0.06842773529613846,0.10932052225743104,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_46,7,0.15239877953369585,0.1289968490600586,0.11830245234186873,0.21793846384761525,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_47,9,0.00013034216206988223,4.4861407433119086e-05,0.0001527891652163901,0.09441733532934606,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_48,21,0.00016178006237426996,5.231256641092754e-05,8.726012587698222e-05,0.05142607407340693,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_49,13,1.952897779577297e-06,1.3253973940244089e-06,1.0584953365632895e-06,0.0005872055625751116,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_50,11,0.24283306725835152,0.10376722704280507,0.07162634804556625,0.11287174177930599,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_51,17,0.27620774763336897,0.11562920668545891,0.09117618684806622,0.1384256184423496,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_52,7,0.25042331092951386,0.09468704462051392,0.09334155119515423,0.14065821334176615,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_53,0,,,,,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_54,0,,,,,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_55,0,,,,,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_56,0,,,,,discrete_like,False,False
0.03,csdi,original,anomaly_rare,channel_57,4,0.9864220074477652,0.6961640417575836,0.4258768989893724,0.9540677286893166,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_58,9,0.2427137596214972,0.1614391869968838,0.16054233190808107,0.38241014477680624,continuous,False,False
0.03,csdi,original,anomaly_rare,channel_59,7,0.3387309834851106,0.2209664753505162,0.2020737105991238,0.3600516489650865,continuous,False,False
