missing_ratio,method,scale,bucket,group,channels,eval_points,rmse,mae,crps
0.08,forward_fill,normalized,update,discrete_like,32,21257,1.2365504238096148,0.7080023458763824,
0.08,forward_fill,normalized,update,near_constant,0,0,,,
0.08,forward_fill,normalized,update,differenced,8,1646,0.2428144680006581,0.010492325726051206,
0.08,forward_fill,normalized,update,non_differenced,68,35934,0.967813223805487,0.4479559698109611,
0.08,forward_fill,original,all,all_channels,76,74752,0.034796463693161854,0.0048205658252966615,
0.08,forward_fill,original,all,continuous,44,43071,0.012268722569103852,0.0010862821160324094,
0.08,forward_fill,original,all,discrete_like,32,31681,0.05150006694546369,0.009897404739526662,
0.08,forward_fill,original,all,near_constant,0,0,,,
0.08,forward_fill,original,all,differenced,8,7984,1.5047161404927127e-07,2.9521432702033255e-09,
0.08,forward_fill,original,all,non_differenced,68,66768,0.03681818149615035,0.005397000254652891,
0.08,forward_fill,original,anomaly_rare,all_channels,76,1710,0.019243771977448795,0.0013230303663226684,
0.08,forward_fill,original,anomaly_rare,continuous,44,1290,0.02153734876029547,0.0014366828887037528,
0.08,forward_fill,original,anomaly_rare,discrete_like,32,420,0.009112508967938538,0.0009739547618664801,
0.08,forward_fill,original,anomaly_rare,near_constant,0,0,,,
0.08,forward_fill,original,anomaly_rare,differenced,8,0,,,
0.08,forward_fill,original,anomaly_rare,non_differenced,68,1710,0.019243771977448795,0.0013230303663226684,
0.08,forward_fill,original,held,all_channels,76,37172,0.011655371881234942,0.0005392192401832487,
0.08,forward_fill,original,held,continuous,44,26748,0.013711100940430574,0.0007299513982778976,
0.08,forward_fill,original,held,discrete_like,32,10424,0.0014280931645711944,4.980022975388677e-05,
0.08,forward_fill,original,held,near_constant,0,0,,,
0.08,forward_fill,original,held,differenced,8,6338,2.305845837002435e-10,1.2376065855315958e-11,
0.08,forward_fill,original,held,non_differenced,68,30834,0.01279732398822731,0.000650056999340086,
0.08,forward_fill,original,nominal,all_channels,76,73042,0.03507806027969145,0.004902447286163667,
0.08,forward_fill,original,nominal,continuous,44,41781,0.011867907229366337,0.001075463395395189,
0.08,forward_fill,original,nominal,discrete_like,32,31261,0.05183411086702547,0.010017293706310108,
0.08,forward_fill,original,nominal,near_constant,0,0,,,
0.08,forward_fill,original,nominal,differenced,8,7984,1.5047161404927127e-07,2.9521432702033255e-09,
0.08,forward_fill,original,nominal,non_differenced,68,65058,0.03716820126443379,0.005504081452028264,
0.08,forward_fill,original,update,all_channels,76,37580,0.04768720540951833,0.009055430527470829,
0.08,forward_fill,original,update,continuous,44,16323,0.009440133980194672,0.0016701903465015933,
0.08,forward_fill,original,update,discrete_like,32,21257,0.06286389719957382,0.0147264695016422,
0.08,forward_fill,original,update,near_constant,0,0,,,
0.08,forward_fill,original,update,differenced,8,1646,3.313977256285015e-07,1.4271854545945501e-08,
0.08,forward_fill,original,update,non_differenced,68,35934,0.04876716154765931,0.009470224737877252,
0.08,linear_interpolation,normalized,all,all_channels,76,74752,0.6045703240979783,0.19981071996788732,
0.08,linear_interpolation,normalized,all,continuous,44,43071,0.09785097110403225,0.01800237248061009,
0.08,linear_interpolation,normalized,all,discrete_like,32,31681,0.9216292032069117,0.4469830735749237,
0.08,linear_interpolation,normalized,all,near_constant,0,0,,,
0.08,linear_interpolation,normalized,all,differenced,8,7984,0.12416517827336337,0.0048177116261216586,
0.08,linear_interpolation,normalized,all,non_differenced,68,66768,0.6382540388863122,0.22312764092703927,
0.08,linear_interpolation,normalized,anomaly_rare,all_channels,76,1710,0.42272150992979035,0.04017716406229121,
0.08,linear_interpolation,normalized,anomaly_rare,continuous,44,1290,0.13439771955206015,0.014648425470777722,
0.08,linear_interpolation,normalized,anomaly_rare,discrete_like,32,420,0.8197922189133919,0.11858686116479691,
0.08,linear_interpolation,normalized,anomaly_rare,near_constant,0,0,,,
0.08,linear_interpolation,normalized,anomaly_rare,differenced,8,0,,,
0.08,linear_interpolation,normalized,anomaly_rare,non_differenced,68,1710,0.42272150992979035,0.04017716406229121,
0.08,linear_interpolation,normalized,held,all_channels,76,37172,0.08815998978209295,0.006500351525084295,
0.08,linear_interpolation,normalized,held,continuous,44,26748,0.07034792424910281,0.006227774600215235,
0.08,linear_interpolation,normalized,held,discrete_like,32,10424,0.12254351404214868,0.007199784332681919,
0.08,linear_interpolation,normalized,held,near_constant,0,0,,,
0.08,linear_interpolation,normalized,held,differenced,8,6338,0.12487157530360934,0.0047231843773218015,
0.08,linear_interpolation,normalized,held,non_differenced,68,30834,0.07851506465382606,0.0068656523417969725,
0.08,linear_interpolation,normalized,nominal,all_channels,76,73042,0.6081765888131669,0.2035479312783019,
0.08,linear_interpolation,normalized,nominal,continuous,44,41781,0.09650256590474636,0.018105926553630854,
0.08,linear_interpolation,normalized,nominal,discrete_like,32,31261,0.9229209144670268,0.45139516583258615,
0.08,linear_interpolation,normalized,nominal,near_constant,0,0,,,
0.08,linear_interpolation,normalized,nominal,differenced,8,7984,0.12416517827336337,0.0048177116261216586,
0.08,linear_interpolation,normalized,nominal,non_differenced,68,65058,0.6429453786113501,0.22793635504944468,
0.08,linear_interpolation,normalized,update,all_channels,76,37580,0.8481476991537867,0.3910223487815649,
0.08,linear_interpolation,normalized,update,continuous,44,16323,0.13097812017761556,0.03729704531813536,
0.08,linear_interpolation,normalized,update,discrete_like,32,21257,1.1218578593285964,0.6626438442152366,
0.08,linear_interpolation,normalized,update,near_constant,0,0,,,
0.08,linear_interpolation,normalized,update,differenced,8,1646,0.12140679735861817,0.00518169365415886,
0.08,linear_interpolation,normalized,update,non_differenced,68,35934,0.8669661188368784,0.40869624309724667,
0.08,linear_interpolation,original,all,all_channels,76,74752,0.030028992403642443,0.004321745376768841,
0.08,linear_interpolation,original,all,continuous,44,43071,0.0013217836257358288,0.00039544135538994453,
0.08,linear_interpolation,original,all,discrete_like,32,31681,0.04610098231941388,0.009659640029867241,
0.08,linear_interpolation,original,all,near_constant,0,0,,,
0.08,linear_interpolation,original,all,differenced,8,7984,1.6849320400949836e-07,6.532322582207637e-09,
0.08,linear_interpolation,original,all,non_differenced,68,66768,0.03177371419729488,0.00483853130616704,
0.08,linear_interpolation,original,anomaly_rare,all_channels,76,1710,0.002710123776075277,0.0004662405600776754,
0.08,linear_interpolation,original,anomaly_rare,continuous,44,1290,0.0014655989960843752,0.00039726156134938087,
0.08,linear_interpolation,original,anomaly_rare,discrete_like,32,420,0.004827664196431215,0.0006781046276002944,
0.08,linear_interpolation,original,anomaly_rare,near_constant,0,0,,,
0.08,linear_interpolation,original,anomaly_rare,differenced,8,0,,,
0.08,linear_interpolation,original,anomaly_rare,non_differenced,68,1710,0.002710123776075277,0.0004662405600776754,
0.08,linear_interpolation,original,held,all_channels,76,37172,0.0009958285485560173,0.00018509678836012443,
0.08,linear_interpolation,original,held,continuous,44,26748,0.0010478832731878446,0.00023466037329787694,
0.08,linear_interpolation,original,held,discrete_like,32,10424,0.0008477563294099776,5.7916553333742615e-05,
0.08,linear_interpolation,original,held,near_constant,0,0,,,
0.08,linear_interpolation,original,held,differenced,8,6338,1.6921147767756617e-07,6.392593378246202e-09,
0.08,linear_interpolation,original,held,non_differenced,68,30834,0.0010933963043895801,0.00022314254720975915,
0.08,linear_interpolation,original,nominal,all_channels,76,73042,0.030375635774786712,0.004412007325189501,
0.08,linear_interpolation,original,nominal,continuous,44,41781,0.0013170933997803406,0.0003953851560244992,
0.08,linear_interpolation,original,nominal,discrete_like,32,31261,0.04640626501338956,0.009780309390058922,
0.08,linear_interpolation,original,nominal,near_constant,0,0,,,
0.08,linear_interpolation,original,nominal,differenced,8,7984,1.6849320400949836e-07,6.532322582207637e-09,
0.08,linear_interpolation,original,nominal,non_differenced,68,65058,0.03218558081631689,0.004953453639712688,
0.08,linear_interpolation,original,update,all_channels,76,37580,0.04234040398473073,0.008413483028996109,
0.08,linear_interpolation,original,update,continuous,44,16323,0.0016765126215345465,0.0006589082247766012,
0.08,linear_interpolation,original,update,discrete_like,32,21257,0.056277457867701774,0.014368129711466589,
0.08,linear_interpolation,original,update,near_constant,0,0,,,
0.08,linear_interpolation,original,update,differenced,8,1646,1.6569840578787664e-07,7.070356280466385e-09,
0.08,linear_interpolation,original,update,non_differenced,68,35934,0.043299272905303776,0.008798872393606815,
0.1,csdi,normalized,all,all_channels,76,93440,0.839450574980923,0.14899602869141024,0.12240195124444263
0.1,csdi,normalized,all,continuous,44,54041,0.3947677912467574,0.037646171052461215,0.03365152449862985
0.1,csdi,normalized,all,discrete_like,32,39399,1.2072608694608882,0.30172725681056156,0.2441350361392488
0.1,csdi,normalized,all,near_constant,0,0,,,
0.1,csdi,normalized,all,differenced,8,9647,0.17233284863327514,0.004248174566478603,0.004006033785942084
0.1,csdi,normalized,all,non_differenced,68,83793,0.8845263427605988,0.16566069696612548,0.1360327487540455
0.1,csdi,normalized,anomaly_rare,all_channels,76,2133,4.844398063378323,1.319526025947695,1.1551993177083866
0.1,csdi,normalized,anomaly_rare,continuous,44,1618,2.0428984527407175,0.5124026264705234,0.5094040810323767
0.1,csdi,normalized,anomaly_rare,discrete_like,32,515,9.169921117863016,3.855304007217722,3.1841249350710754
0.1,csdi,normalized,anomaly_rare,near_constant,0,0,,,
0.1,csdi,normalized,anomaly_rare,differenced,8,0,,,
0.1,csdi,normalized,anomaly_rare,non_differenced,68,2133,4.844398063378323,1.319526025947695,1.1551993177083866
0.1,csdi,normalized,held,all_channels,76,46130,0.959191464886622,0.06236486054542835,0.053895907518014104
0.1,csdi,normalized,held,continuous,44,33370,0.4369555805864383,0.0336886347727744,0.031198280634060126
0.1,csdi,normalized,held,discrete_like,32,12760,1.6813210966234635,0.13735903405902256,0.11325482672785306
0.1,csdi,normalized,held,near_constant,0,0,,,
0.1,csdi,normalized,held,differenced,8,7604,0.16060033341236957,0.0032146145055768154,0.0030232841268096043
0.1,csdi,normalized,held,non_differenced,68,38526,1.047163023253155,0.07403953403572143,0.06393680011695298
0.1,csdi,normalized,nominal,all_channels,76,91307,0.41581787683126414,0.12165157023595514,0.09827503014833457
0.1,csdi,normalized,nominal,continuous,44,52423,0.17844150412605644,0.022993138182475954,0.018967747641209884
0.1,csdi,normalized,nominal,discrete_like,32,38884,0.6025648048192651,0.2546618311026237,0.20519627464146797
0.1,csdi,normalized,nominal,near_constant,0,0,,,
0.1,csdi,normalized,nominal,differenced,8,9647,0.17233284863327514,0.004248174566478603,0.004006033785942084
0.1,csdi,normalized,nominal,non_differenced,68,81660,0.43568601468461543,0.1355211582597543,0.1094116087413789
0.1,csdi,normalized,update,all_channels,76,47310,0.7033335313695709,0.23346645438092978,0.18919932582703222
0.1,csdi,normalized,update,continuous,44,20671,0.314955187484381,0.044034976694585753,0.03761189157842495
0.1,csdi,normalized,update,discrete_like,32,26639,0.8952981109988848,0.3804591371113032,0.30682625827017806
0.1,csdi,normalized,update,near_constant,0,0,,,
0.1,csdi,normalized,update,differenced,8,2043,0.21032639104542436,0.008095062287386217,0.007663805770395477
0.1,csdi,normalized,update,non_differenced,68,45267,0.7176401957622347,0.24363796462121762,0.19739242604298887
0.1,csdi,original,all,all_channels,76,93440,0.029695208781986168,0.0038198652171899873,0.003288786359512583
0.1,csdi,original,all,continuous,44,54041,0.014851155476668387,0.0013574987672360954,0.001155829044913189
0.1,csdi,original,all,discrete_like,32,39399,0.04229416461902829,0.00719733026254541,0.006214422701507708
0.1,csdi,original,all,near_constant,0,0,,,
0.1,csdi,original,all,differenced,8,9647,2.382821119142121e-07,5.835710086120285e-09,5.513341812237624e-09
0.1,csdi,original,all,non_differenced,68,83793,0.03135804133087182,0.004259641612033669,0.003667420240898968
0.1,csdi,original,anomaly_rare,all_channels,76,2133,0.07914651125469253,0.023344408121299256,0.019490856183630535
0.1,csdi,original,anomaly_rare,continuous,44,1618,0.07456130140013244,0.021037931488400927,0.018503907707405183
0.1,csdi,original,anomaly_rare,discrete_like,32,515,0.09207833184527489,0.030590775484463328,0.0225915991633055
0.1,csdi,original,anomaly_rare,near_constant,0,0,,,
0.1,csdi,original,anomaly_rare,differenced,8,0,,,
0.1,csdi,original,anomaly_rare,non_differenced,68,2133,0.07914651125469253,0.023344408121299256,0.019490856183630535
0.1,csdi,original,held,all_channels,76,46130,0.017007106878002345,0.001396168394993802,0.0011563977545157153
0.1,csdi,original,held,continuous,44,33370,0.017122281747104826,0.0015252577059309737,0.0012965457738037783
0.1,csdi,original,held,discrete_like,32,12760,0.016702147054494684,0.0010585735434284873,0.0007898821272709913
0.1,csdi,original,held,near_constant,0,0,,,
0.1,csdi,original,held,differenced,8,7604,2.2330196956985734e-07,4.444298444881578e-09,4.180964653886023e-09
0.1,csdi,original,held,non_differenced,68,38526,0.018609950077638063,0.001671733745175173,0.0013846388574924654
0.1,csdi,original,nominal,all_channels,76,91307,0.02749671517543725,0.0033637572370754376,0.0029102938554465795
0.1,csdi,original,nominal,continuous,44,52423,0.007468430883267056,0.0007500756763372979,0.0006203924732875187
0.1,csdi,original,nominal,discrete_like,32,38884,0.04123342701238335,0.006887495238787595,0.00599751482440359
0.1,csdi,original,nominal,near_constant,0,0,,,
0.1,csdi,original,nominal,differenced,8,9647,2.382821119142121e-07,5.835710086120285e-09,5.513341812237624e-09
0.1,csdi,original,nominal,non_differenced,68,81660,0.029075565092870993,0.0037611379592034267,0.0032541041865301536
0.1,csdi,original,update,all_channels,76,47310,0.03820457452519728,0.006183110512363618,0.005367989197354083
0.1,csdi,original,update,continuous,44,20671,0.010165158453888415,0.001086679004892115,0.0009286645479331839
0.1,csdi,original,update,discrete_like,32,26639,0.05011988191514711,0.010137776066286193,0.008812761141803177
0.1,csdi,original,update,near_constant,0,0,,,
0.1,csdi,original,update,differenced,8,2043,2.872530849812826e-07,1.1014512153030545e-08,1.0472419584534973e-08
0.1,csdi,original,update,non_differenced,68,45267,0.03905718913587378,0.006462167491489925,0.005610257970081261
0.1,forward_fill,normalized,all,all_channels,76,93440,0.8842419889589834,0.22408159012712275,
0.1,forward_fill,normalized,all,continuous,44,54041,0.18743644204940824,0.02993916861449999,
0.1,forward_fill,normalized,all,discrete_like,32,39399,1.3439320879529848,0.49037389706292434,
0.1,forward_fill,normalized,all,near_constant,0,0,,,
0.1,forward_fill,normalized,all,differenced,8,9647,0.11458136369852333,0.0023548753754943155,
0.1,forward_fill,normalized,all,non_differenced,68,83793,0.9329468638225766,0.24960875369936578,
0.1,forward_fill,normalized,anomaly_rare,all_channels,76,2133,1.8746236903251519,0.14721667201228114,
0.1,forward_fill,normalized,anomaly_rare,continuous,44,1618,0.45866992490542,0.040191168467455504,
0.1,forward_fill,normalized,anomaly_rare,discrete_like,32,515,3.7274699647737655,0.48346378800359746,
0.1,forward_fill,normalized,anomaly_rare,near_constant,0,0,,,
0.1,forward_fill,normalized,anomaly_rare,differenced,8,0,,,
0.1,forward_fill,normalized,anomaly_rare,non_differenced,68,2133,1.8746236903251519,0.14721667201228114,
0.1,forward_fill,normalized,held,all_channels,76,46130,0.35063920917744656,0.009555374534510119,
0.1,forward_fill,normalized,held,continuous,44,33370,0.10198523622160986,0.007302976600981519,
0.1,forward_fill,normalized,held,discrete_like,32,12760,0.6459727888486014,0.015445854083244394,
0.1,forward_fill,normalized,held,near_constant,0,0,,,
0.1,forward_fill,normalized,held,differenced,8,7604,0.00023006624084210103,1.5821892883028954e-05,
0.1,forward_fill,normalized,held,non_differenced,68,38526,0.38368536126807745,0.011438226589925484,
0.1,forward_fill,normalized,nominal,all_channels,76,91307,0.8473810310688018,0.2258772122699035,
0.1,forward_fill,normalized,nominal,continuous,44,52423,0.1724052833117709,0.02962274766921902,
0.1,forward_fill,normalized,nominal,discrete_like,32,38884,1.2829868549413952,0.4904654181582299,
0.1,forward_fill,normalized,nominal,near_constant,0,0,,,
0.1,forward_fill,normalized,nominal,differenced,8,9647,0.11458136369852333,0.0023548753754943155,
0.1,forward_fill,normalized,nominal,non_differenced,68,81660,0.8951714025496865,0.2522832860394402,
0.1,forward_fill,normalized,update,all_channels,76,47310,1.193475943497369,0.43325712025166346,
0.1,forward_fill,normalized,update,continuous,44,20671,0.2739659333426517,0.06648165467928926,
0.1,forward_fill,normalized,update,discrete_like,32,26639,1.5720748074659971,0.7178629856687793,
0.1,forward_fill,normalized,update,near_constant,0,0,,,
0.1,forward_fill,normalized,update,differenced,8,2043,0.24898618587799445,0.011060779715504824,
0.1,forward_fill,normalized,update,non_differenced,68,45267,1.2189637150945414,0.45231177648502047,
0.1,forward_fill,original,all,all_channels,76,93440,0.03558904982784067,0.004927881327364048,
0.1,forward_fill,original,all,continuous,44,54041,0.010819259369470704,0.0010169980053656893,
0.1,forward_fill,original,all,discrete_like,32,39399,0.0533226646638277,0.010292181071116764,
0.1,forward_fill,original,all,near_constant,0,0,,,
0.1,forward_fill,original,all,differenced,8,9647,1.5616013086646755e-07,3.1959005816835175e-09,
0.1,forward_fill,original,all,non_differenced,68,83793,0.037581917797711493,0.00549522275605413,
0.1,forward_fill,original,anomaly_rare,all_channels,76,2133,0.024545844243422304,0.0020288899733562266,
0.1,forward_fill,original,anomaly_rare,continuous,44,1618,0.026660640691680733,0.002009399884526603,
0.1,forward_fill,original,anomaly_rare,discrete_like,32,515,0.0161948931565543,0.0020901229126306558,
0.1,forward_fill,original,anomaly_rare,near_constant,0,0,,,
0.1,forward_fill,original,anomaly_rare,differenced,8,0,,,
0.1,forward_fill,original,anomaly_rare,non_differenced,68,2133,0.024545844243422304,0.0020288899733562266,
0.1,forward_fill,original,held,all_channels,76,46130,0.009564414041191478,0.0004561778590519283,
0.1,forward_fill,original,held,continuous,44,33370,0.01111117223548434,0.0005912090324821403,
0.1,forward_fill,original,held,discrete_like,32,12760,0.0028006165657413137,0.00010304382634298034,
0.1,forward_fill,original,held,near_constant,0,0,,,
0.1,forward_fill,original,held,differenced,8,7604,2.773490676316873e-10,1.6545842133710936e-11,
0.1,forward_fill,original,held,non_differenced,68,38526,0.010465816973325803,0.000546215140742638,
0.1,forward_fill,original,nominal,all_channels,76,91307,0.03580633912397906,0.0049956039403636415,
0.1,forward_fill,original,nominal,continuous,44,52423,0.009936357446605008,0.0009863682021604714,
0.1,forward_fill,original,nominal,discrete_like,32,38884,0.0536422510936798,0.01040081341222417,
0.1,forward_fill,original,nominal,near_constant,0,0,,,
0.1,forward_fill,original,nominal,differenced,8,9647,1.5616013086646755e-07,3.1959005816835175e-09,
0.1,forward_fill,original,nominal,non_differenced,68,81660,0.03786232418299017,0.005585765101052292,
0.1,forward_fill,original,update,all_channels,76,47310,0.0491159206627084,0.009288052145436754,
0.1,forward_fill,original,update,continuous,44,20671,0.010330621390158728,0.0017043657194420866,
0.1,forward_fill,original,update,discrete_like,32,26639,0.06481886126003247,0.015172746845378038,
0.1,forward_fill,original,update,near_constant,0,0,,,
0.1,forward_fill,original,update,differenced,8,2043,3.393372847217637e-07,1.5029387221076796e-08,
0.1,forward_fill,original,update,non_differenced,68,45267,0.05021204467651198,0.009707241838327585,
0.1,linear_interpolation,normalized,all,all_channels,76,93440,0.6543912511790023,0.20096760785441578,
0.1,linear_interpolation,normalized,all,continuous,44,54041,0.0891546952573082,0.01825777927985705,
0.1,linear_interpolation,normalized,all,discrete_like,32,39399,1.0023458836701544,0.4515785839197405,
0.1,linear_interpolation,normalized,all,near_constant,0,0,,,
0.1,linear_interpolation,normalized,all,differenced,8,9647,0.08177990668107163,0.0018728866074954437,
0.1,linear_interpolation,normalized,all,non_differenced,68,83793,0.6904776329849418,0.22388917380704954,
0.1,linear_interpolation,normalized,anomaly_rare,all_channels,76,2133,0.6403387681243751,0.06204906444816705,
0.1,linear_interpolation,normalized,anomaly_rare,continuous,44,1618,0.05910753146918079,0.012282016112645271,
0.1,linear_interpolation,normalized,anomaly_rare,discrete_like,32,515,1.2989533920112175,0.21840456776248598,
0.1,linear_interpolation,normalized,anomaly_rare,near_constant,0,0,,,
0.1,linear_interpolation,normalized,anomaly_rare,differenced,8,0,,,
0.1,linear_interpolation,normalized,anomaly_rare,non_differenced,68,2133,0.6403387681243751,0.06204906444816705,
0.1,linear_interpolation,normalized,held,all_channels,76,46130,0.0790270078896129,0.005929903688105887,
0.1,linear_interpolation,normalized,held,continuous,44,33370,0.04036008159073411,0.005313459548631452,
0.1,linear_interpolation,normalized,held,discrete_like,32,12760,0.13534369670818425,0.007542030720571552,
0.1,linear_interpolation,normalized,held,near_constant,0,0,,,
0.1,linear_interpolation,normalized,held,differenced,8,7604,0.0709416991054156,0.0010398071982370184,
0.1,linear_interpolation,normalized,held,non_differenced,68,38526,0.08052696151653109,0.006895077692906875,
0.1,linear_interpolation,normalized,nominal,all_channels,76,91307,0.654715922409815,0.2042128491979819,
0.1,linear_interpolation,normalized,nominal,continuous,44,52423,0.08992249909786462,0.018442217188790848,
0.1,linear_interpolation,normalized,nominal,discrete_like,32,38884,0.9978260316556576,0.45466686220636127,
0.1,linear_interpolation,normalized,nominal,near_constant,0,0,,,
0.1,linear_interpolation,normalized,nominal,differenced,8,9647,0.08177990668107163,0.0018728866074954437,
0.1,linear_interpolation,normalized,nominal,non_differenced,68,81660,0.6917385837269178,0.22811651830293445,
0.1,linear_interpolation,normalized,update,all_channels,76,47310,0.9163435567485588,0.39114070631944775,
0.1,linear_interpolation,normalized,update,continuous,44,20671,0.1347240658646503,0.03915429857325804,
0.1,linear_interpolation,normalized,update,discrete_like,32,26639,1.2153888193139855,0.6642707425265684,
0.1,linear_interpolation,normalized,update,near_constant,0,0,,,
0.1,linear_interpolation,normalized,update,differenced,8,2043,0.11335200136646911,0.004973589411215985,
0.1,linear_interpolation,normalized,update,non_differenced,68,45267,0.9364841121760817,0.4085692838669662,
0.1,linear_interpolation,original,all,all_channels,76,93440,0.030617110820470368,0.0044408623082861495,
0.1,linear_interpolation,original,all,continuous,44,54041,0.0013383373861865324,0.00040710045456777294,
0.1,linear_interpolation,original,all,discrete_like,32,39399,0.04712462681347051,0.009973706399171573,
0.1,linear_interpolation,original,all,near_constant,0,0,,,
0.1,linear_interpolation,original,all,differenced,8,9647,1.1225833610855905e-07,2.562818518775143e-09,
0.1,linear_interpolation,original,all,non_differenced,68,83793,0.03233156680565698,0.004952133822189772,
0.1,linear_interpolation,original,anomaly_rare,all_channels,76,2133,0.00381109626814936,0.0005965800148679884,
0.1,linear_interpolation,original,anomaly_rare,continuous,44,1618,0.0012684228348914554,0.00040124440784433717,
0.1,linear_interpolation,original,anomaly_rare,discrete_like,32,515,0.00742306396533884,0.0012102751841189937,
0.1,linear_interpolation,original,anomaly_rare,near_constant,0,0,,,
0.1,linear_interpolation,original,anomaly_rare,differenced,8,0,,,
0.1,linear_interpolation,original,anomaly_rare,non_differenced,68,2133,0.00381109626814936,0.0005965800148679884,
0.1,linear_interpolation,original,held,all_channels,76,46130,0.0011258425115374844,0.00019550176136194237,
0.1,linear_interpolation,original,held,continuous,44,33370,0.0010248373365859271,0.00024042678534562316,
0.1,linear_interpolation,original,held,discrete_like,32,12760,0.0013548511121403042,7.801366964286503e-05,
0.1,linear_interpolation,original,held,near_constant,0,0,,,
0.1,linear_interpolation,original,held,differenced,8,7604,9.778441495072888e-08,1.429236417100036e-09,
0.1,linear_interpolation,original,held,non_differenced,68,38526,0.0012319480951440468,0.00023408828800583207,
0.1,linear_interpolation,original,nominal,all_channels,76,91307,0.030967187707562696,0.004530667625861592,
0.1,linear_interpolation,original,nominal,continuous,44,52423,0.0013404372391720317,0.000407281197440148,
0.1,linear_interpolation,original,nominal,discrete_like,32,38884,0.0474279787466194,0.010089773858171471,
0.1,linear_interpolation,original,nominal,near_constant,0,0,,,
0.1,linear_interpolation,original,nominal,differenced,8,9647,1.1225833610855905e-07,2.562818518775143e-09,
0.1,linear_interpolation,original,nominal,non_differenced,68,81660,0.03274531071048281,0.00506590306381379,
0.1,linear_interpolation,original,update,all_channels,76,47310,0.04301393197224898,0.008580335612653379,
0.1,linear_interpolation,original,update,continuous,44,20671,0.0017283340709175917,0.0006761682472214006,
0.1,linear_interpolation,original,update,discrete_like,32,26639,0.05730248098496712,0.014713713127231421,
0.1,linear_interpolation,original,update,near_constant,0,0,,,
0.1,linear_interpolation,original,update,differenced,8,2043,1.5465211067587745e-07,6.781985577579603e-09,
0.1,linear_interpolation,original,update,non_differenced,68,45267,0.04397387740599745,0.008967584862682194,
